RGIId,CenLat,CenLon,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
RGI60-07.00181,77.7602,16.9541,-96.2850456433234,-743.8192649688591,24.383368555235364,449.52127468514914,-198.018333799621,-207.75274434565145,183.55622122785937,-87.10342358499146,-285.2871799542468,-9.94974122819952,18.959824516151965,-0.4518219021138554,-19.86606580688789,-208.3985509036067,-614.3681196545788,-218.2498458550354,371.14023061296,66.63070716985143,370.9337187378042,404.6483572915441,-102.81038437143566,179.8455610049634,710.6186089099158,-109.449343638021,240.19693113214535,255.37325641943124,510.1508705365764,724.9235147368856,-130.30900697148283,514.7344972544737,374.5754907240103,699.3263577885953,254.18392085298956,88.9229601888774,321.9111768579212,268.6643261930909,763.3853736645738,553.2976917758738,67.95147573886597,257.7975935041184,507.69633851186586,1002.2270723800468,267.03903302681937,385.9615204806146,53.987560726525246,745.1643776958399,441.22239411516966,-212.3543266285349,615.3928045392904,-1.0770398384380289,-261.54294013660285,229.23340460950865,-48.35137378199923,291.42270050809043,349.3881389609547,-101.07830896748553,217.15571700972487,-99.95393846451668,-233.2891623364412,109.50082240622996,241.4880578820377,285.8994714671405,519.9654826521717,-21.657712772234905,471.0504364030954,-175.6940574398808,492.71175654260526,-190.666016778346,567.8861829181042,107.07856924910864,-406.1490570563125,93.15986161725036,-27.407429548709608,71.73991910417021,-792.1455576904253,-6.434110100743648,-724.5020820668279,-151.16255616618395
RGI60-07.00182,77.7672,17.3702,110.53902305184702,-536.6104719595301,228.9256476899893,652.0963912949516,4.8438948733402185,-5.99977247609101,383.3068786840419,112.01769698005369,-86.99163351833926,186.46648086801693,213.9765285098904,193.2200689375657,172.4099780918976,-17.21147066162858,-423.8631150952781,-30.198296354626024,556.2621647375314,250.66227652671503,552.5042618099534,584.2587248789487,75.91299848213765,356.3151114979861,884.939971857537,62.62489510250718,409.9187944735032,422.6288756251201,674.8193230413713,886.8742760468425,28.783541110531864,670.8169165829588,527.4843114616625,848.8844722545144,400.1989915730253,231.1862934311044,459.9985946654893,402.7208736481032,892.9432986100621,678.0593598582499,187.5906013307678,371.954407955388,615.9742351127749,1104.18833807703,362.1983082747005,474.0934925345535,134.87681345807343,817.5215273780368,504.7780236686715,-160.28324688190327,656.3432992035052,27.82539476339974,-238.0776969789923,231.70399742920196,-58.93579538661772,267.427215471348,315.38359467869344,-133.51148940655708,183.86623105453936,-129.72249919607722,-256.96872558806774,221.56897095781167,385.8928623515467,445.17240456099097,692.4271152687467,174.61363347047742,792.3906437644753,169.5564639324704,852.5802251463645,185.61584675014907,978.0103255755164,686.0245202604293,189.44093704238725,691.3030475358019,570.4807091664386,672.5249052943655,-205.36973669034023,565.9116614196333,-168.98131235663715,388.6772675133728
RGI60-07.00183,77.7752,16.5999,-462.186957730866,-1110.5013120825474,-341.5680646417001,83.9306847123494,-564.3980487196867,-574.2429927531505,-182.61926861479952,-453.6755390280907,-652.1822886754165,-376.6656541496805,-347.84464558666866,-367.4010448976278,-386.9648410048511,-575.8327661658296,-982.3756270788912,-585.9788280788473,3.890332816818258,-301.1022571406782,3.36170267207072,36.94065586463395,-471.24019422466114,-188.6731470748684,341.90128564492693,-478.3725737934329,-128.9466313814454,-113.9940872702304,140.54202663183105,355.06016453574165,-500.4409445843974,144.32275464071486,3.8644931012459054,328.2967891595087,-117.1823634357992,-282.80330893425423,-50.31138615087215,-103.85153866355536,390.430724631573,179.87512622952153,-305.9781692842975,-116.67585246855728,132.63568322844782,626.5243449674786,-109.357488473438,9.09192691780104,-323.0952242701293,367.2229840735012,62.74300998781156,-593.1516401752203,233.27762983348964,-384.7287464041277,-640.1396087293717,-157.6161056593774,-436.1052920138772,-97.9346819462824,-40.52224210291131,-490.3625289251461,-173.5746274425583,-490.1965332175549,-622.542804475088,-261.8356033627608,-124.94130929643568,-77.55702242748335,158.26187552647878,-379.81087498264907,124.47468070040992,-521.04525060269,148.59928791272483,-534.8358555099344,226.8900312007668,-232.1109229190467,-747.6232088153779,-247.99278391760004,-368.1700861171968,-268.84635512753846,-1133.7768193749214,-347.410272498487,-1066.4051311811018,-494.1699943029092
RGI60-07.00184,77.7769,16.7201,-482.747254664412,-1130.6464391919317,-362.29446677305634,62.86297268163944,-585.0542316591926,-594.9373559340194,-203.63513462528337,-474.548982601461,-672.9657759613314,-397.69366282936016,-368.94559556813584,-388.542708256892,-408.1490441303894,-596.9425361164293,-1003.2601192222536,-607.2040405984966,-17.81370290892395,-322.65904084047594,-18.47830568214165,15.005042364076251,-492.8937119314784,-210.4693617769844,320.0243882140529,-500.33318055999393,-150.99474459268654,-136.13263445803096,118.30868573040632,332.7279575580949,-522.8763347834075,121.77997207353816,-18.79079604410384,305.52373210959223,-140.0785029116129,-305.828468023122,-73.50395436714008,-127.15311447363456,366.9806711384606,156.26965357496738,-329.7469362082488,-140.61551005462957,108.51710009469724,602.2180900259997,-133.85931828777842,-15.57494361546818,-347.8889736510489,342.218865969598,37.58028708719114,-618.7039435884919,207.48270970563084,-410.7488809656246,-665.4524705534803,-183.9868874043372,-462.4559542597103,-124.2782836526338,-66.60535942230177,-516.4856320081196,-200.25550830384492,-517.0765141130564,-650.3781916770894,-292.1660400093877,-155.06677730026564,-107.64038186461448,128.7077650558912,-407.6739766451663,105.01256427328477,-538.2417562508397,132.5012578062786,-549.8822698952828,213.1528279758477,-233.953398550814,-746.7939312395184,-247.40256148761412,-368.1419395335001,-268.4013950604963,-1134.2787499192502,-348.771954528802,-1068.9496586804116,-497.700943750498
RGI60-07.00185,77.7825,16.669,-425.3510409015853,-1073.2295612993998,-304.8624118208245,120.3120709436215,-527.5831657767842,-537.4465240545148,-146.12573687655575,-417.0177689317268,-615.4125480891679,-340.11988270514473,-311.3497067367887,-330.9239677250297,-350.50689750720494,-539.2757105884282,-945.5671284113588,-549.4876423669081,39.92589560568936,-264.8919035669775,39.31444294830084,72.82514866524022,-435.0433722718506,-152.59068059555435,377.9318566192291,-442.3955051175656,-93.0277323728759,-78.13302944387087,176.33936024874157,390.79012568964976,-464.7823283666946,179.9074933184181,39.36934681686161,363.7160102002728,-81.85378336413298,-247.57241554243367,-15.27652453092221,-68.83600302062887,425.3251116349836,214.63991344985905,-271.3555225426527,-82.20640737797889,166.93831389521247,660.6418975132831,-75.44143570050336,42.94711358382097,-289.1348934689829,400.9375993203565,96.41425517160874,-560.5217610502641,265.4455008919041,-353.09651320222684,-605.2692520715364,-127.10639171721324,-405.7523897176986,-68.16275518922644,-10.71747502683354,-460.2515755525546,-144.57438360233016,-460.68713509170834,-592.393344490259,-223.66978567818077,-85.37463027626188,-37.48610079280096,198.7880866797583,-337.6623920447662,164.0034878340461,-481.03719447905854,188.91585857937292,-494.77470455794094,266.4349461537407,-190.29074553402816,-703.6967419249078,-204.8600059593563,-326.070864949873,-226.2232388720005,-1091.5473044313271,-304.59429676414203,-1024.0772704610874,-452.1781206188888
RGI60-07.00186,77.8212,17.1559,-196.52401171913365,-840.975438046473,-75.01543128284123,349.1956702227877,-295.1993035248568,-304.1744941924554,86.4032745168227,-182.4634207810736,-379.1017014944699,-103.97905282775764,-74.32494831002697,-92.7791328067524,-111.20376467790126,-298.07422100747607,-701.5250117831158,-305.87835790419336,282.3504819132097,-19.90291889003292,284.4026850753003,319.1893282072973,-185.1033961219593,98.50693508032924,630.6372691342609,-188.0042290512571,163.12103487776844,179.87173576026615,436.2806045973609,652.7653565611554,-200.66816223850617,446.28107505205287,308.1194235268704,634.9726201436597,192.05565072603216,29.142632886065435,263.93114688507643,214.0214573279923,711.5446072249538,504.4479025815635,22.27731371379993,215.5236506950944,469.0616121807311,967.474141931934,236.46672073089624,361.17543712315,36.85713699540736,733.4866272433635,437.2898861469415,-215.77669135334185,617.9740403082891,7.759457901801863,-215.30192889791385,252.95817766946837,-12.883491049248857,335.1705410780561,404.3556071799492,-45.02001423272247,262.442376137401,-55.23500626678658,-193.35162247464967,72.11318774569943,186.43187057165403,222.51217015401025,450.2766670394874,-93.59462355098182,301.10043183705574,-356.94050634727387,304.1138164664925,-394.5828019160926,333.2985498619004,-248.86674865527715,-758.7544548609486,-268.2964202728021,-397.5983864838656,-296.2445405885485,-1152.5653520993687,-349.66340496304394,-1058.5889181492523,-475.9233776436996
RGI60-07.00187,77.8307,17.1893,-279.1010470836888,-923.6839898923988,-158.7150873712697,264.6924067339002,-379.8848065404128,-389.4407977843015,0.2977418875081326,-269.0342816105718,-466.2026068062872,-191.91477855853333,-162.9725498284348,-182.134986144024,-201.2944214738993,-388.8269703738091,-792.8399614547945,-398.26475287202777,188.74424698977543,-114.23169641345925,188.95120181663327,222.7365352264888,-282.2774629704694,0.2088877853496769,531.2215520186585,-288.58800299655013,61.3120779483976,76.78221114450704,331.8442683205552,546.9139305151857,-308.00823670956146,337.37493206242414,197.55998843346345,522.6662967103364,77.90225854441528,-86.96846184054633,145.6418631760588,93.62651137000788,588.7979426876136,379.1934755966401,-105.6599333532096,84.71374228083556,335.1679025950292,830.2595079794809,95.67246786263448,216.70076535738065,-111.3980608759388,580.7119369649895,279.87031902707736,-379.41086754151695,448.3755208043128,-168.3587847273776,-393.9737731625999,62.40268061725618,-210.6504383010896,129.84665361776095,193.2513481724343,-255.07097641825288,52.20220128270219,-263.015897320868,-396.0557493812913,-47.43221762091305,85.01946107411737,129.09386811631563,362.7799783292397,-171.86676543272247,265.4691482582389,-383.13500889171473,284.76051636256284,-405.3595020283997,342.46228175792453,-134.89997262342436,-634.6139525690967,-141.46354410248583,-269.952365854479,-166.9544644701676,-1031.6540948940458,-237.1744212414632,-955.6452504118035,-381.8993157983933
RGI60-07.00188,77.8669,15.8514,-417.1242803794772,-1065.0634832267835,-295.7813568957546,130.08686195314746,-517.8320365749408,-527.2712711411032,-135.23910269323156,-405.85551957552593,-603.9096537580128,-327.93745532723705,-298.63815549644096,-317.697892746574,-336.7470034984539,-525.0767702578516,-931.0556594984192,-534.0947942958585,56.35580637330341,-248.007988993278,57.09395982090718,91.34482564368793,-416.1213735606608,-132.8251858289151,398.5041263776086,-420.9666825993388,-70.72456067386568,-54.87151173917414,200.5741380008693,416.04704492196174,-438.4506948966487,207.39233973614776,68.0532201354153,393.65842211695247,-50.572533193935456,-214.88343295708617,17.764294166053666,-33.04895159534428,462.79657264650297,253.92081469866983,-230.16463001368425,-38.95824048897218,212.39325713160343,708.4350202177509,-25.11207707152836,98.31495007983192,-225.78600930185715,467.8877845124465,170.5860927347842,-492.5830362251983,336.4904941520443,-279.1533468048052,-473.18221529613567,-44.436423827771286,-311.3499578853613,32.320444175732774,102.533936857195,-344.29494205177286,-46.372313185250434,-362.98250102733766,-501.0848322540679,-186.8792897360093,-54.52548386157141,-6.664276130864518,227.03793139702603,-303.5504637220776,125.52155640569904,-526.0614980029895,141.56671068885714,-554.7693245106499,193.43046655829497,-327.9884296227085,-840.8454766041959,-346.29668460721416,-472.7562997474316,-369.3021701915117,-1234.6009497094883,-431.570495879253,-1148.5994920246594,-573.9174085557845
RGI60-07.00189,77.8792,16.1261,-676.1397081061347,-1322.9892365637522,-555.9384582021496,-131.51362223270334,-778.383779810007,-788.2795307454645,-397.65665277098594,-668.1520926538343,-866.2719087817763,-591.4900175115971,-562.8243752925925,-582.4250308360604,-602.0363103631477,-790.5555109144234,-1196.2394522013649,-800.8828161517205,-212.51452129580773,-516.8999922515208,-213.2719977640893,-179.89439291084358,-687.0028900662231,-404.7868995195472,125.6391334699954,-694.7726395980911,-345.5196439209433,-330.6927040304055,-76.3295599156687,138.0077040268973,-717.6827466073266,-73.08891583499639,-213.7467897028185,110.46683707714234,-335.2308577253945,-501.0939445073133,-270.13657471502705,-322.6383855053397,171.35903847706106,-39.47802866201523,-525.6564851595588,-336.67881964499014,-87.7073008751387,405.7814495593717,-330.49627646498004,-209.95282707527207,-537.1150167378917,153.1757198248082,-147.70013788265,-814.9523196948751,9.892353803376404,-610.2340223233945,-808.0329064744304,-385.1425953652275,-656.8426880088901,-317.7280212885922,-250.87116030468025,-697.4531486559432,-399.89518541412656,-715.9714304964344,-854.0961309955289,-500.729750077958,-357.3956544938591,-304.70777366717545,-65.20106435649576,-584.044780377219,-86.02378118037284,-724.0965788674387,-49.22619412601407,-737.8109356969848,23.583533891210983,-423.4894879209266,-926.3128467709588,-431.843074695523,-559.5161835480262,-454.60974132405823,-1325.7655993137232,-529.6474270797312,-1254.098400393969,-686.292248735926
RGI60-07.00190,77.8868,16.1842,-734.0063952374237,-1380.2872803726164,-613.7018617177205,-189.48807989268383,-835.7804627741314,-845.5622413937989,-455.1156229269329,-725.2988145906461,-923.155608601397,-648.453455984236,-619.6828007791089,-639.1385628186042,-658.6002164400646,-846.840937258323,-1252.0818781102416,-856.8641386941721,-268.77041073954246,-572.7695125804481,-269.19445036875726,-235.66459063710565,-742.2170308721011,-459.8766083566677,70.74932541992506,-749.4522005538715,-399.9817502893875,-384.922630604609,-130.31967971792963,84.26910893561164,-771.1572497248967,-126.28346369610622,-266.6485249645966,57.8728344986271,-387.499325791514,-553.0196241670458,-321.76968829528573,-373.8154579157521,120.5888290061361,-89.81466865678185,-575.5344910363222,-386.0670003340865,-136.57311286863325,357.46972209434705,-378.21388027844296,-256.91228056540587,-583.1309878632889,107.90509438333832,-191.99830087173748,-858.9518266968397,-33.291210216094285,-652.5756583547374,-846.6071324702485,-425.6329278374982,-696.0688829360829,-356.0869075213108,-288.15754670653644,-734.5698436047394,-437.9753793837068,-753.7155143274837,-891.3223819151499,-542.1128642219995,-401.0434203201393,-349.8760165734728,-111.91059596306027,-633.113804380105,-161.92228944994008,-803.124840174641,-129.85649049222113,-820.3834744323998,-62.8151907502334,-517.3844085547097,-1017.9792917467612,-524.3149943440386,-653.004483965497,-547.705373881896,-1418.166944714474,-620.3995532678142,-1343.8883367437943,-775.0195932476073
RGI60-07.00192,77.8933,17.1095,-328.7822446342863,-971.8414395599508,-209.29779685851528,212.63039858639203,-430.4498019938353,-440.2937888422638,-51.969735327674535,-320.88450402290187,-517.8485884708875,-244.68635755802848,-216.19630612420693,-235.6895558971277,-255.1936305267033,-442.6146886388621,-845.9263777466514,-452.8986193219352,132.00779471592543,-170.6008942242198,131.23544007053357,164.40690418707905,-339.7363988999194,-58.07276203377003,472.3447896254235,-348.07677872596776,1.1674196060592903,15.982186852669514,270.33464481916104,484.6605549989266,-371.04199525542646,273.53740742313425,132.86520284259458,457.0638711365099,11.349392488674576,-154.53129627303758,76.39883114145563,23.882376643736716,517.8563962059233,306.9922135703579,-179.21520532943973,9.728609819756578,258.6613032248014,752.1074237047839,15.778457803900189,136.1337213656137,-191.37825955472752,498.8037668694628,197.6143192699634,-469.216512749819,355.4793628938253,-264.7311089956396,-465.74718092405726,-40.18242953417291,-312.6690969766306,25.878840123079875,91.94879966614218,-354.7544927631559,-56.682013037535455,-371.58516257666577,-507.79698880019225,-142.97675368759323,-1.7034656389168106,47.12528719470529,285.7739383964985,-233.16610003185892,241.45068181765745,-395.342594271336,279.50584902595136,-408.2392592655009,347.483572796242,-75.47631852353753,-561.7394094701549,-71.08814209905512,-204.07521138373508,-97.53000240208392,-968.7921830956956,-174.33354701211948,-899.9422895050498,-332.6327513099942
RGI60-07.00193,77.8994,16.2202,-1024.9081227742204,-1670.8625971262777,-905.1592982094612,-481.543943146032,-1127.532256381207,-1137.5594212654191,-747.7071389467076,-1017.9319608506808,-1215.901424987061,-941.723830398372,-913.2791997106287,-933.0311586978077,-952.800817466692,-1141.2185149976165,-1546.4651318376154,-1151.947754783606,-564.733272157795,-868.8688240110158,-565.9636617278641,-532.8919572952037,-1039.4623669418588,-757.6695467627293,-227.53571639814385,-1048.2504149351769,-699.3219863241817,-684.8244096473629,-430.81728574795966,-216.8554586963905,-1072.9423982978792,-428.76170919001765,-569.8619937069436,-246.11984303169524,-692.3162945603697,-858.7132981524591,-628.5278343852431,-681.4309561753594,-188.0870500609263,-399.6221106864894,-886.5586015887131,-698.395530121314,-450.3057789789562,42.215969894620684,-695.1098645019932,-575.3453941427168,-902.9737897569196,-214.01018255383173,-515.8273793182157,-1186.3576573656312,-363.573979424608,-986.0395614645802,-1177.7453549070224,-766.0487483605775,-1039.5217098995993,-703.1112784979018,-637.376817797344,-1083.0739501078608,-787.8279610807007,-1102.253075633619,-1237.7001109018788,-850.4955292845493,-700.769805001077,-645.5322268090556,-403.8778003100226,-917.3458321971258,-415.9213920209706,-1051.5403313309098,-375.1434320360027,-1063.3469790040792,-301.0385343047436,-734.9857415716318,-1232.8333928229256,-740.0839883820145,-869.9768524272221,-763.8550233041456,-1636.5488328516938,-840.0039780368979,-1566.3617709578746,-1000.2166649940708
RGI60-07.00194,77.9026,15.8459,-440.53455053615926,-1075.8945587338442,-322.75804724670775,93.90293193615054,-541.4910214771139,-551.358283229871,-167.90718353543244,-433.7036023712123,-628.4304664825507,-358.7571150738748,-330.7853494639843,-350.21979930561764,-369.6720752350313,-555.0058339674792,-953.6114894554264,-565.5753928925076,11.995660492381973,-287.15957311410455,10.765527041515256,43.2835905958527,-454.9873582104284,-174.71328515893836,355.41890706918355,-465.2976132772761,-116.37206711429836,-101.87701057610457,152.1261735152946,366.08326943538384,-490.0092992141217,154.1652558982867,13.057315676638028,336.79033275880414,-109.41655717453978,-275.8259337178524,-45.83295731920134,-98.57406037186666,394.750596162001,183.19362386083685,-303.7687385809059,-115.63523103341056,132.42034936084673,560.635695128871,-124.6925949209269,-56.56305960314816,-340.9192621455204,358.8489774588825,104.82317783078209,-575.3643931166062,251.3800050838589,-420.3726892471122,-373.8733926926705,-144.77836055173745,-550.3386019054601,-153.4056745108158,-6.051998914132412,-524.9150351546784,-142.79457721409946,-344.43334110048363,-501.3609482504513,-246.36302703232903,-60.50172142531192,-16.681351499546352,286.8036982890712,-202.6436905798401,230.09685334951857,-420.7124659973532,225.00872319373383,-529.0064390813052,295.86307282910855,-154.1337990764079,-573.0347898833844,-148.7000643673518,-285.9679368109655,-201.68038307456607,-1054.3465598340597,-130.44729420697132,-982.1109278759392,-417.1906766232713
RGI60-07.00195,77.8903,16.1042,-579.4662113485798,-1226.1077849168846,-459.4314657035988,-35.242847348857744,-681.912112705491,-691.8709927706602,-301.4783975976115,-571.9358093313795,-770.0504614598038,-495.4608292335648,-466.8900448565588,-486.56958564448223,-506.2638426196145,-694.8010937954045,-1100.4186710809463,-705.3294173838839,-117.313126622,-421.69009910489,-118.30939577887014,-85.07498520691097,-592.1122494850484,-310.0789373091046,220.19247093114367,-600.3813750046202,-251.30417364481144,-236.65778320468783,17.507666301406708,231.63365871049407,-624.2830294735484,20.07144465706088,-120.8465271134676,203.0855707972686,-242.9150533793048,-409.10794197331353,-178.64437329359396,-231.3982577107269,262.1716629333244,50.867736716846686,-435.8284219457838,-247.42096690732507,0.9175719893025942,493.6951476962203,-243.3765244812822,-123.46917843227403,-451.0844371772805,238.09407686864176,-63.68796406820206,-733.5846145542371,89.37293963680608,-532.9871337257383,-727.2340614895606,-313.23793520679953,-587.4293152920945,-251.71174856700932,-187.21898834148797,-632.7673327728618,-336.03266535628126,-649.4948805753776,-781.75245802984,-380.3727151353072,-230.08023623835493,-174.65755030899092,66.07369400383983,-450.8006687350779,30.6730910058536,-610.0456203908767,63.798939994878666,-626.5661575190527,132.33548474830306,-328.1526233213814,-831.3639747529245,-338.4202738571836,-467.4469985578752,-362.1663840585142,-1232.6556226384082,-434.185903511005,-1157.9704809896853,-589.5482297266877
RGI60-07.00196,77.8979,16.0095,-1023.2340085950382,-1670.2479363334478,-903.6260651503216,-479.5777285229437,-1126.6407988159326,-1136.8550214267766,-746.6339921905618,-1017.4234244876033,-1215.8625185561436,-941.4982185013936,-913.219284312766,-933.2122761631514,-953.231062282531,-1142.1433118032237,-1548.1980835843565,-1153.3750586451297,-565.5944211298997,-870.4266409345116,-567.3769569491417,-534.5519802832154,-1042.140163413932,-760.5385596943031,-230.74062866609884,-1051.8075215068277,-703.2479409380302,-689.1386174705501,-435.5388786824096,-222.0058304323377,-1078.5446558914632,-434.8413669552234,-576.4458105915678,-253.23713041698065,-699.9993427392208,-866.9969272000912,-637.505440442571,-691.0349287420153,-198.41817927798365,-410.7317202141952,-898.5025876810585,-711.2367329745663,-464.1137767569285,27.364373221830007,-711.0921676549842,-592.4206740204638,-921.085788875056,-233.55410566620424,-536.742651108788,-1209.6156871553894,-388.7966999619816,-1013.4592068289212,-1204.2860857696471,-798.296453972976,-1073.9841261337624,-740.0959804576137,-676.115613940995,-1121.3166995063957,-826.5027489589716,-1140.1627704675884,-1273.9106939833691,-859.5045062207741,-702.9680953820925,-643.8613541088421,-399.8161230028538,-909.4873120793756,-387.49606769641446,-1020.7947868699998,-342.5748185156056,-1029.0746552364064,-260.8230076214495,-681.3098104722325,-1181.876978636996,-687.9175597900038,-816.5815892406072,-710.4755742546187,-1584.945787263184,-789.4241114713404,-1517.6416765157974,-953.4118662500492
RGI60-07.00197,77.8921,15.9511,-725.0195154562409,-1372.0848817744732,-604.5655518370529,-179.83467881672198,-826.9125746206635,-836.7059899177365,-445.78460444119054,-716.2971677824333,-914.3959133742014,-639.3614849736364,-610.5584096564232,-630.0411810837974,-649.530698129713,-838.0055350442028,-1243.74560723405,-848.0544303523204,-259.2539268640937,-563.6328837039123,-259.7001834759306,-226.14296772359677,-733.3270323487359,-450.8919312116333,79.71304668877107,-740.5114823301849,-391.06851766505736,-376.0379337339448,-121.46938412255956,93.0804623272767,-762.3899844282042,-117.56481129545236,-257.9860680491554,66.47109552780879,-378.9734427240795,-544.576656520193,-313.5635879666195,-365.57343256178063,128.7075382453585,-81.83643592687625,-567.7191040143315,-378.4384528407251,-129.16059798020802,364.6294881687048,-371.3473453063606,-250.08542341208116,-576.0403889244236,114.57553352642049,-185.39386045954703,-854.3443059934151,-29.608691741059864,-650.0645237520799,-838.1832118827947,-425.8071345900682,-697.0021252676331,-358.68379222367093,-291.3973957363009,-736.9956440943289,-441.9436187928949,-756.3245525973875,-891.0116471822248,-518.3502302050073,-372.97292912945386,-319.14208676057586,-80.01397755303132,-598.6228044703452,-130.3073017859502,-773.663580528603,-101.43110015205716,-794.666326845452,-40.26569191649905,-529.3725823196467,-1036.2982395647814,-543.6780871333102,-672.6546621186827,-567.5742045849483,-1436.4065075653807,-634.7190047425498,-1356.239044368448,-785.7000495929143
RGI60-07.00198,77.9013,16.1305,-586.3361915266823,-1232.456112831192,-466.26149921842585,-42.30898063160305,-688.4505671517984,-698.3324508364491,-308.145314928452,-578.3357114719162,-776.2322569008228,-501.7580637897136,-473.1249070916639,-492.7047809861628,-512.296222058241,-700.607247949005,-1105.840691025944,-710.9331243950687,-123.23181893358448,-427.284868009894,-124.00810614161712,-90.6807852971093,-597.2358492011182,-315.1411110564552,215.26199128492036,-605.1720412831148,-255.9519612266552,-241.14908865524927,13.175510001405245,227.468748778078,-628.2719661530377,16.271375755226327,-124.44996223016888,199.6887827433945,-246.09179376519904,-412.05294031996095,-181.46038800894172,-233.83209941152867,260.0166398559356,49.01284666645112,-437.36545785084536,-248.6146394545938,0.093590734929613,493.2649074365362,-243.37762522348592,-122.78781323018536,-449.42815700894647,240.3383800383868,-60.48874590817054,-730.6538123963546,92.9365266518049,-528.7565949376748,-717.1298855696276,-307.2545642525041,-579.8033020634216,-242.9260983286597,-176.6459270065157,-622.0545757276961,-327.31936233712736,-641.1042141958859,-774.9269786494186,-387.2672960700098,-239.0679305143232,-184.4141617183155,56.22474857337065,-458.762247474648,22.5472935914168,-617.6567502534001,55.965587258647005,-636.196444302051,118.48068177151924,-361.35457023591226,-864.3894793304951,-373.18545131315545,-503.775474460118,-398.1234329329036,-1267.5920691804836,-466.6361091463313,-1189.3166974641192,-619.7964750176428
RGI60-07.00199,77.9074,15.9042,-619.2234784302118,-1254.316422983479,-501.53179211734016,-85.07366934303849,-720.2029062844392,-730.0848508795392,-346.82450699574224,-612.5236348537028,-807.1859426201664,-537.655971946346,-509.7212291354095,-529.1729442136747,-548.6439291369412,-733.9241048548016,-1132.382909018071,-744.5520243535242,-167.2725439756354,-466.3311419506528,-168.5775701296848,-136.11539436881554,-634.2086605437078,-354.0219533511612,176.0594134840216,-644.7104681345501,-295.84405695230737,-281.40902079204864,-27.47321522919829,186.41118318204093,-669.7599871641746,-25.66878194940074,-166.86868621763816,156.76360251517494,-289.5525186759548,-456.0822652997942,-226.25151177403933,-279.10624549685326,214.0576219635634,2.3236573187709557,-484.8374524254531,-296.9246693734194,-49.11646863936885,378.8055123277535,-306.82917677866914,-239.0720766053725,-523.7311998831303,175.5762454623007,-78.90393670347609,-759.8860739579171,66.11170543240294,-606.5893244031315,-560.1257877399486,-333.1950429561904,-740.1431006101307,-344.6642590815259,-198.49330169025117,-717.1103907722508,-334.8249574351622,-535.4034143499101,-689.8370207423696,-415.4744334286683,-227.09887297575736,-182.32953194344077,121.95378842941848,-365.81544633129687,67.39907593582731,-584.0296155347486,61.132236693281655,-693.9847205595868,127.511027095658,-342.18292824193395,-762.7317737940463,-339.84339161293747,-478.1809629694951,-394.0209375856999,-1245.1894804089427,-319.81333689217087,-1169.9554943814242,-603.9284463350168
RGI60-07.00200,77.9117,16.2592,-468.66443183187135,-1113.9274903801702,-348.74432543366726,74.65004615991356,-570.6332722269924,-580.4982199858595,-190.8229088400393,-460.650684449208,-658.2795485520907,-384.16191378674057,-355.559163168749,-375.10470117130205,-394.6607487622391,-582.7119895340003,-987.397358524016,-592.9990449423259,-6.060550912478517,-309.6947662921572,-6.8008834782403405,26.50284036713035,-479.3591390303562,-197.36084220350983,333.07002782882745,-487.3312065410629,-138.07774589347733,-123.2315932397198,131.13659184917412,345.4785890189439,-510.2075261324426,134.4000910835441,-6.251601102818222,317.96442939260663,-127.72785798489883,-293.5907261551868,-62.962109838680085,-115.12955429207103,378.8625620615576,168.0244270999755,-318.16740727032817,-129.20026578395945,119.75765072050775,613.2135928695232,-123.09474743063409,-1.9908296776665235,-327.9093593915269,362.4168320840831,62.42894481956694,-607.4937712258284,216.9550092311785,-403.7032539713298,-587.928168280964,-179.31305059763545,-449.62277442274615,-110.54802554317008,-41.65510310614744,-487.3782162113613,-194.56077803950356,-509.8578650640711,-648.2211860173429,-290.8692878294452,-146.50573379830473,-93.64678206156984,146.57734017522532,-367.1765940469968,121.40664966552042,-515.0424787547632,160.44500048207436,-530.2125445392176,226.6873570127944,-225.92182004955168,-722.2848014966529,-231.11525441798216,-362.625184461038,-256.0035849972082,-1127.588308695704,-328.2682190367617,-1053.2175598859722,-485.60443825280106
