RGIId,CenLat,CenLon,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
RGI60-06.00279,64.7858,-20.4618,608.2796329457573,170.64989787456005,-52.53222849661053,707.1494488010545,-329.1111257741297,-257.4163013029848,-7.012872086361647,279.13843632138065,475.9470620205618,360.0367161783645,-711.9170871365521,-541.8869566692596,-32.314298680244406,1075.9184511887709,-707.9232184158093,316.77880507847465,439.61315713646616,-499.73956855617166,816.8669219065738,410.48603227804847,-1186.4642737869333,-456.8275424262208,461.20863081911386,5.784307714260358,672.1621975278365,415.3746634611932,235.17257070941076,340.7149355879736,-352.2412793033228,-204.78641014910937,178.9887303335773,-739.496079921765,317.67361138482164,-198.3444664460133,809.0045725542176,238.52235360489607,-177.28966482872673,-109.98259410917488,791.3554063548025,-539.7767108978943,1001.2625793085216,-401.4760687784119,-1256.6824486513383,1286.906116904141,623.4045016406409,-240.7688995800501,-787.321758998287,-1066.6074640079387,-943.3526917122732,-1040.8016250925511,-425.32020088218354,-818.599549407161,-1009.9921983607568,-815.4990807962312,-1150.136231492363,-1184.6851184494967,-302.5680442688548,-493.47627654332615,-726.7401543795895,-929.347537300094,-60.59334008808616,-2967.0620192179226,-386.4219474616471,-75.31518458059826,-180.9142423163477,-1075.0403199455643,895.371226679225,-1056.5031291804823,-376.7540981936916,450.407074324767,-1468.2031758396254,-273.579291139714,-1059.5000083914065,286.5172458281478,-962.7689313171156
RGI60-06.00281,64.7663,-20.3635,603.8753287918369,163.78451919651047,-60.51327948656638,704.189375303107,-338.2382016337986,-265.79295253450834,-13.514780024435396,274.7447788559416,473.11579974768887,356.82988485917383,-721.4477763912855,-549.9850695264928,-36.84915493976179,1078.693811459147,-715.8535873336025,315.6693336166358,439.7188074455924,-505.02310971470433,820.2786407201274,411.8710533682311,-1194.5071754193232,-459.7697796706736,464.5661366447633,6.904482336955368,678.0669274043433,420.33791826607927,239.70349474469555,346.6289043021676,-349.8864652910325,-200.7122635960445,186.29713233253656,-737.028117021862,327.6664956023003,-190.5838675178788,824.0854556508743,251.14486842267883,-166.0985251368357,-97.14398190945128,811.1121768228218,-525.3687408029655,1017.092424956258,-386.2610577394902,-1239.6613245932472,1306.1555070143634,642.9242333925175,-219.44693955519227,-763.7232243965018,-1040.318495616819,-901.2713123468004,-1009.8621013016206,-380.4123251681789,-756.5828343459723,-961.2592960820404,-787.936435731249,-1119.8690488760965,-1130.8659358172065,-258.8928108088937,-453.7103625867672,-694.0851776517584,-909.696038473001,-24.484042479918777,-3018.3072009546213,-449.42899875834274,-126.19773402738188,-245.46887563074708,-1159.012834781547,785.1587214444461,-1174.4801302825083,-494.0416567717306,335.5903181944913,-1594.415035702149,-377.1201252685488,-1175.8222662963385,190.38774586131865,-1059.5730520531388
RGI60-06.00283,64.7892,-20.3746,778.3312406452835,339.5968043574173,115.87889510857651,877.6269909685285,-161.3176033039904,-89.37347888286219,161.75385710230978,448.7254768480533,646.1199036988123,529.9698739481767,-544.7512499481122,-374.200027605959,136.7943681266155,1248.035215258324,-540.4483634955067,487.045636909671,610.2882280018642,-331.4640996021027,988.7148425659811,581.3502960013966,-1019.7308991000646,-288.06581714176,632.5004125008043,175.97526974947692,844.2239899749524,586.8680292178428,406.3036285005668,512.2432504866016,-182.4250678186315,-34.45519723482029,350.46348156377087,-570.3205662141909,489.78008850822016,-27.467560926158328,982.684096339738,410.8299139236898,-5.945863262382844,61.67282106061269,965.5237338791204,-368.342174417132,1172.4468095322086,-231.313391696931,-1086.2881310418863,1457.608368773297,793.5677677624537,-70.69367638869326,-617.3779636458149,-896.2590240976451,-767.6790875091278,-871.3623983336868,-251.2952418495812,-638.839447804714,-835.3632937011803,-649.7585951833305,-982.1910090499906,-1004.2721819774288,-106.31050121418848,-295.6806350303456,-530.8128806280098,-738.808043790705,136.54824475106705,-2814.638859219357,-239.83302536589773,76.63663494852577,-34.1096953396709,-934.486314771278,1038.703132157472,-914.9035710501912,-234.30823548851347,594.0941783398367,-1329.1852097103565,-125.68724240699709,-918.3859826398372,435.6563119287431,-814.9133030363538
RGI60-06.00284,64.7333,-17.9442,686.3909946797962,308.05325803518014,115.10397763553884,771.8360759528537,-124.018145272724,-62.04989458872161,154.41030963900576,401.7733620205941,571.8988398445291,471.6786610629775,-455.0389415777781,-308.0674782702408,132.43563283119363,1090.4764256302406,-451.6724377965336,434.15229237294153,540.3134056354289,-271.78486505652893,866.3825163283914,515.0305358341186,-865.5677526432813,-234.84386616539416,558.7464595289699,164.98057991820716,741.0034261283319,518.9473891910332,363.0927469019853,454.25592952165744,-144.88807293294144,-17.508887321705963,314.15802569319567,-479.9856415941613,433.8035536484242,-12.43733184049399,858.2499024525191,364.8881467775268,5.215617653001161,908.458942950076,842.1143485703326,-343.22264713350523,1227.6663600995817,-123.87732273840088,-991.1315331660632,1397.9084455924672,952.666105259236,159.31567083464887,-361.5875782450005,-669.2798808896248,-723.8138929516278,-736.4603681622174,-331.8455773921849,-766.8157233729535,-868.9518686508629,-338.20894964541185,-769.9408036920975,-957.7609171978826,-485.9683310229634,-363.9712893259104,-283.9877208537599,-428.82944148261566,29.74627224267636,-2429.324101427652,-120.8307857182705,-191.04845081024905,-67.33034065946681,-540.8078870943837,1088.0234278485282,-704.8945552107808,-50.28883914153306,402.91719109582834,-1155.7394684004537,-153.3536268114163,-909.7802137418984,200.8490363963793,-734.8454928634341
RGI60-06.00285,64.7623,-17.8485,514.9928834884875,138.41727260673318,-53.65024576378155,599.9325429389858,-291.7084835805747,-230.07113061813595,-14.675894545575652,231.47421372453525,400.75158975486215,300.9639544155253,-621.4027950253716,-475.1745953164205,-36.80878517108155,916.6381275958094,-618.2486368222051,263.3204217763961,368.92134811397705,-439.3844349621317,693.3229133303086,343.57264216965604,-1030.5454014621478,-402.88395516200006,386.8679952761117,-5.108518303058354,568.1001128099371,347.0107426998703,191.80415873468968,282.4388483218538,-313.96497891328414,-187.29721102753825,142.68312126113125,-647.8143163845568,261.5133019019452,-182.7466254452884,683.6670024472729,192.49190226938853,-165.63801229927185,737.8902223972979,666.9319321408125,-514.1808458069511,1053.2035239258616,-299.036557753747,-1165.7206358722824,1226.550375726057,783.3795958002164,-14.751033777143384,-531.6983437420487,-840.4848889732699,-907.6546471492132,-908.1319997596056,-504.5513579807688,-943.1892797733476,-1041.8952720530683,-514.8591599610236,-942.9215766046044,-1134.5456914806964,-680.1934773812285,-545.4413661472558,-458.249830989854,-601.75668973246,-143.5883543340541,-2568.1164627943394,-262.3280017951,-351.4537217495081,-217.01735397936247,-680.5659661301365,926.8361235562446,-866.1264151593468,-214.96911946714224,229.24537817794328,-1312.5785910509337,-316.32508943517564,-1074.7090085989323,36.28132261672469,-895.7120876473291
RGI60-06.00286,64.7614,-17.9357,580.0039381884189,202.4917520305775,9.983603842389876,665.3898666265607,-228.5570905736255,-166.67344077667823,49.38241856164573,296.2787259615856,466.1002574558452,366.1409878685208,-558.593158236837,-411.8705063186418,27.775479071653592,983.884776885769,-554.9887811864202,329.0609999728535,435.07338968638015,-375.2586497312296,760.6197785954807,410.083403103543,-967.5523633304226,-338.0471591622093,453.9910116500374,61.15028440081005,636.086338959445,414.61173627943776,259.2085565847008,350.3176516658946,-247.43421447747863,-120.16461886299504,210.9790533494513,-581.3318195496441,330.74963248468043,-114.3523223185594,754.750751556538,262.664071733488,-95.98884959544436,807.7527177706701,739.7911671981508,-443.24528713831546,1127.2719699158663,-221.58037084222647,-1088.3649283048048,1304.5926199569433,856.4710270986266,60.545663948910935,-458.5396075431541,-769.6586952089302,-830.9823901865891,-829.0560508687687,-424.3958773785542,-865.2598396671098,-965.17767995423,-437.0767379223332,-862.6960990687984,-1060.3969609960657,-589.0026474860189,-472.0906771833339,-395.3961797169153,-538.7435772728447,-83.29519914968894,-2548.6141585318137,-237.56597056137684,-318.04163734897315,-188.83077759719288,-661.8961911257564,979.3549234393972,-812.721829141888,-157.790408903421,300.1862095430599,-1253.622639824339,-259.31503915379136,-1009.551723718206,94.36886264238493,-843.1654439978048
RGI60-06.00287,64.7468,-17.9697,871.1775170855758,492.98954719906095,300.13419682740647,956.698217017062,61.1600641519935,123.14907361361692,339.58436051176534,586.9153756366404,757.035471844941,656.8967481510214,-269.4796178594525,-122.4969792597368,317.9298057284779,1275.7375198976013,-265.8636771638552,619.7594181479294,725.966151351049,-85.79572414989855,1052.108548954711,700.9627776475222,-679.1022446143373,-48.461515400407855,745.0041263993463,351.49232310622835,927.4792201768894,705.6474855511415,550.0104490024016,641.3300578468841,42.57431211692512,170.13582037067246,501.9438938390223,-291.68368762279795,622.1200572844352,176.34912383750645,1047.135350161162,554.3401097197584,195.24357754461525,1099.0407754342575,1032.999910852747,-151.37144502608078,1420.962932978694,72.43407327914218,-794.1391949686679,1598.045227476779,1149.9841048042465,356.79174562031494,-162.5541775667057,-471.9777816155938,-526.988479630412,-527.8185869571525,-120.47700060345475,-557.0822045985067,-659.3153098491687,-130.45709010337578,-559.8306583860434,-761.3089508401357,-320.6401778928297,-211.5089785207843,-138.13346853914155,-281.88888499585266,175.5888657436642,-2277.1624525091365,39.49914274675609,-31.815869689416445,95.75248718854388,-376.69543660254914,1292.6684689352985,-497.2966626056133,159.82473064318987,620.9142346412526,-938.495363332479,56.42429581417777,-695.3556521828552,406.3360857937488,-533.8480838338772
RGI60-06.00288,64.7406,-17.8905,614.0700078534829,236.2572312966148,43.46908616502815,698.7191684548663,-195.6354937052444,-134.01983206562969,81.7818553749813,328.41793841821124,497.9556903147252,397.6582748277367,-527.5559011064832,-381.159431984635,58.19161884068527,1014.0712570705224,-525.4386075228047,358.3361539513997,463.93306446125183,-346.9778515718332,788.604497512098,437.5164924304587,-940.8563596898229,-311.80112812072497,479.7836272905319,86.27300830671618,660.6567239291278,438.4685780972933,282.3223013659199,372.6833567812434,-225.97180907663952,-99.54424182402576,230.73201951238252,-562.6850622070475,348.48691502739564,-97.81415896935806,770.2091300611883,276.73354105190043,-83.39538274450905,818.789663969317,749.2949747866576,-435.7218099783782,1131.8203688872402,-222.4094610793049,-1091.1334644595515,1296.3542260987217,851.6061923581252,54.07568549774111,-467.7505177681096,-777.3214981611404,-839.4054508690001,-854.677293841466,-454.3448916752546,-892.5013551260633,-992.6647568418664,-462.1485080849042,-892.3051785479914,-1072.580271697653,-560.2924515248098,-421.2102444619583,-333.2376489925072,-477.3577138427463,-19.609968496859544,-2476.711718418808,-172.81327735710911,-249.29116296759477,-119.2928836526403,-579.5576897323589,1080.6485429603306,-707.3335199768211,-52.92566764895384,394.3407147956656,-1155.9994843480831,-157.10858738504373,-920.9206187871793,189.7919896969907,-746.4558207651513
RGI60-06.00289,64.7329,-17.9078,736.2131843467423,358.1830925047243,165.3815577882012,821.5306176061633,-73.57308201956785,-11.678087473822224,204.57538568374648,451.7044007603401,621.6614255848318,521.5042825150418,-404.4409145999276,-257.6206379508571,182.47806713868297,1139.6686818746691,-401.1829232281989,483.85145092526113,589.8909919940435,-221.54103647675453,915.6152754306638,564.5307923700011,-814.9170508749953,-184.77275802600863,608.0962974980436,214.6276739271816,790.1124632625824,568.2021486775932,412.434173907833,503.4694615945766,-95.21164037255993,32.00356839929498,363.32828188555663,-430.1929137511216,482.7481584295308,36.82490969005374,906.6950669537564,413.685413671514,54.24718824090337,957.4961857864148,890.2694852128175,-294.3477304847367,1275.3357810059156,-77.37590065668891,-944.3478727971432,1444.2537119407095,1001.8879257120104,208.16147497257708,-311.5357298636811,-617.0084161367565,-672.1869087002593,-686.9896476951346,-281.8475523236374,-714.4036190322752,-816.1626501203717,-286.20002539691984,-720.6595844769042,-906.5995152947902,-456.43447429842695,-328.3422517723595,-244.2814757807619,-389.1371199718887,72.05824440283463,-2357.255927462182,-49.65803109465015,-121.57520032146029,3.392672110385452,-466.6736516027344,1140.5384670085766,-653.7028320173958,-1.170998939549314,445.9127476124484,-1108.5907368112037,-104.08071877846004,-864.4708186211861,250.73987466169825,-682.6839671583033
RGI60-06.00290,64.7728,-17.8786,565.8610397540377,189.20792710284084,-2.8763820632193884,650.9620587279786,-240.91611318153795,-179.20879986288597,36.30768572515528,282.591085157114,451.9794786412404,352.21921313677444,-570.3808379635192,-424.04105348026815,14.532867074434506,968.3559898857128,-566.9476597452027,314.98173595539004,420.6985680490603,-387.7795980237309,745.3812932111446,395.6149665835038,-978.84169324506,-350.8722841243973,439.24579566072873,47.26395282721377,620.7836498304526,399.759190867359,244.6474740658745,335.4654453898988,-260.9643495003472,-134.0793250604316,196.1963361024071,-594.3500630527643,315.488699052118,-128.67558789123504,738.2731163953823,247.22078926827143,-110.7187256633425,793.1119003964361,722.8162106457141,-458.192237749511,1110.1678585604038,-239.9203432274282,-1106.3352534785593,1287.664778591287,841.8643032173271,43.99407989331426,-473.0909673787177,-783.54955728744,-850.5343246892563,-845.1632607264826,-440.8805440320765,-882.2477611568505,-980.4913064867796,-454.1125640118236,-879.1745574399897,-1076.449521602554,-617.1346396048572,-491.2037311764598,-409.3503241913854,-552.9701637372018,-98.36787939890397,-2549.1615590810857,-241.2317680588397,-330.3031525130944,-195.6130811194357,-661.1713798098955,976.7039107895702,-813.6258934821848,-160.17718227093957,291.1304355401487,-1253.5024419190352,-261.44195120543804,-1015.7682567127448,89.68647230259197,-845.7073020148551
RGI60-06.00295,64.6893,-20.2684,755.4478577011881,318.6082563135093,95.72855585089536,853.5008546446605,-180.64774379441212,-109.3341417926151,140.2789568186243,425.5510531942635,621.6716886821251,505.7651165218229,-564.0506052956414,-394.6794324224917,113.46093297241404,1218.906041167776,-561.2488700750921,460.8255514995434,583.0403244109463,-354.5653841055108,958.7101481050898,552.8447903238871,-1040.9392434168578,-313.3768875297703,602.1390199723287,147.2502687533379,811.6199718368,554.8654925582096,374.4923745043973,479.18748125199136,-212.8633327981636,-66.43063446825475,315.74562759915915,-601.4682026589101,452.4836389578462,-63.286542976653536,940.822513187714,370.5607319870933,-45.46665679311216,841.8795549137603,918.3949423595038,-411.81030767842935,1128.6502594031667,-282.4724268865129,-1139.3733827110966,1301.4091887357786,774.8451510097121,31.35975025156459,-550.9964400639732,-859.5385685868737,-728.0687470154053,-897.6426324356139,-277.9521502937298,-583.682182386221,-826.0875947720554,-646.265253922746,-986.203744586054,-962.3664343199192,-251.21898061803068,-350.8928627419829,-479.7272435998822,-729.3286189691481,146.6772316485024,-2782.021003275741,-301.47635922495164,60.248531345690495,-27.8005388402925,-873.8807757461803,1109.7261438727935,-803.7146980880885,-97.39075950971048,619.113641923728,-1293.1635158396402,-23.86697334127518,-912.0269302231724,408.83319667202426,-731.4161400575657
RGI60-06.00296,64.6922,-20.2299,652.8969585147073,213.4851364611737,-10.669899788406802,751.7629680386917,-288.5646141684828,-216.73866933128724,34.46839729836295,321.5531827618113,518.9502163518538,402.43540226081967,-673.7567541869035,-503.26058323702085,8.05840659260446,1120.3002755249145,-670.512966840684,357.8627708356863,480.9391365407812,-462.21224004671205,859.1422553270114,450.9600600014005,-1152.322025833928,-420.2055292040106,501.0089993074829,43.53495529300304,712.0998467462633,453.9762387508426,272.7058215351283,378.238892572105,-317.7834157425799,-170.23670582215243,214.49320269490968,-708.0145943024188,352.585591919394,-166.0168159759957,844.4748018905952,271.0902344005062,-147.1043140906797,739.934931396209,823.3655292586628,-512.9259485634917,1027.8739721136624,-383.5536313136196,-1239.824802568861,1202.3738283437483,675.3342286906242,-68.11108187050999,-649.2175501620364,-956.72588911727,-815.3578983334768,-993.0241188963788,-360.6040461274176,-653.5936492364749,-906.6167704549356,-748.3023263358855,-1086.4007369496978,-1045.8809855471852,-344.4546929880068,-449.47407768545867,-587.5165772392983,-844.7982721810281,53.06055115533249,-2906.368401450341,-425.3811982231512,-50.21995641564244,-148.1183451269587,-1006.8408397222264,980.5738725486492,-940.5046982567746,-234.09905387026407,490.3836199814127,-1432.8229627876588,-147.5465732550236,-1047.291918776603,291.02766360318645,-857.9084404713857
RGI60-06.00298,64.5899,-20.5737,439.88616553824056,2.29501757135084,-220.7659307015208,539.3932621666021,-497.0219658799135,-425.0802680690088,-174.35873730795493,112.13142639776568,309.2555735370749,193.55838305034197,-878.5130682111937,-708.1487000674672,-198.1104873796482,910.8119471644552,-873.3574266522405,152.02876357746905,275.23957029313715,-664.1006397792372,653.3360744799782,247.18818063075577,-1349.9358497246965,-619.6268493308459,299.1679558607831,-155.96580583564185,511.123985529508,254.7436078239244,75.00145135661295,181.13289606455373,-511.48879880978825,-363.36843486873823,21.190772993997413,-896.9360802835911,161.33499786677004,-354.09770433656325,654.4263466321385,84.6093227061631,-330.426329631104,-262.1099801882353,640.6003140600553,-689.7921290361556,855.3269539358586,-548.7654216744088,-1403.0124180531675,1142.5769925040786,476.5153546285387,-386.3057919947437,-929.412748837975,-1208.536229953027,-1081.943631751485,-1178.2051107867248,-562.1978269047079,-953.3232602387252,-1147.544935986005,-946.4846252980842,-1282.7096192250249,-1316.931287306218,-439.89197474995296,-635.6874447021524,-872.8118977104523,-1077.4716860554677,-216.11675788339167,-3173.748181540944,-597.6537584093638,-290.33167315229014,-398.6676845166572,-1297.8476877573378,662.1099119713512,-1290.0565523755674,-609.5386364772611,217.05746260165748,-1701.784582960366,-507.22962573453657,-1287.518331849122,56.43336743054896,-1189.5093764951278
RGI60-06.00307,64.7004,-20.2535,664.9291445355786,227.88082482733984,4.92132172393822,763.1991931687468,-271.5088159254258,-200.09480081837145,49.72670469734849,335.2303803512913,531.5315652479967,415.62194082416494,-654.7624227191194,-485.219881431676,23.2959899212701,1129.47476829349,-651.6614449398055,371.1026485900977,493.47447573698986,-444.60185080197095,869.5463330619816,463.53384564107085,-1131.100676317263,-403.0029878977692,513.1643552020932,58.11574175103523,722.9965702067071,466.2099004477437,285.8553569084962,390.74434028421655,-301.580938924197,-154.91729769160764,227.6368808214996,-689.9655099771754,364.7785378300137,-151.12608509089733,853.7613942734442,283.34931278827656,-132.72783663538866,754.7581143874627,832.1300667477047,-498.49190279879485,1041.9647943903042,-368.9194485010725,-1225.5233109665112,1215.9211619246328,689.1881433631289,-54.59582153212716,-636.5070140146688,-944.5835268042042,-812.1298878462225,-982.425670043544,-361.5694765732477,-666.5720019119817,-909.6224375574036,-731.8975712046542,-1071.1682299576448,-1044.486347532311,-329.07887236309915,-429.6792780026617,-559.9999882782292,-810.8013992588426,66.10758968857951,-2877.2075969585776,-398.51623595128274,-36.66638009647928,-126.97720131177394,-976.757642582565,996.106215924902,-919.042221090648,-213.21810599957655,504.2103381003941,-1409.3064367377456,-137.62155847270367,-1025.7396029048102,298.2936406278933,-842.2628347783422
RGI60-06.00308,64.5889,-20.5972,618.5516791280957,181.1909358838106,-41.84261483093309,717.4329720559429,-318.2177844490348,-246.5384088510681,3.749551940315232,289.76623065655264,486.49182878232784,370.6763755499528,-700.6409442498697,-530.6749387149397,-21.35688120475122,1086.284443422423,-696.5124724512552,327.6487242335449,450.4538523019244,-488.3257406997287,827.5810470460553,421.4766195972626,-1174.521774907318,-445.2452917295189,472.3271809023197,17.218712712468786,683.2820485699882,426.7056772878641,246.6758206885451,352.2337336195055,-340.25031261390706,-192.79234217098733,190.85893530146143,-727.0063353407265,329.674606649805,-185.9336925143167,820.9748135944834,250.95599690731632,-164.4660584079689,-97.02593143628688,803.9925100082592,-526.3184519643007,1017.8575117894364,-386.90109398709615,-1242.251016057873,1302.1340517966794,635.1425701312844,-228.86350358199985,-773.2229379153922,-1053.6561809018272,-930.2112076775448,-1025.448962327151,-411.9192480185635,-805.6291795759873,-998.109605588187,-794.3063649325917,-1131.960666722522,-1172.6155824746709,-301.7042666094482,-495.06780268941617,-729.3501274517278,-929.0717289090908,-62.95569469039143,-2954.2179994063818,-368.9921594502656,-60.38049919887395,-164.7197269213791,-1058.729758022358,900.4931182199332,-1053.0352782048164,-373.46778829778464,452.4242462859967,-1464.8859170558771,-274.0023441653751,-1052.986624034393,287.0652787337839,-959.7554247495652
RGI60-06.00313,63.6125,-19.541,428.6820953141796,68.70033460042454,-115.22858960191316,507.8141095895658,-343.754423679885,-285.6455796348765,-80.8332364807152,153.30092724945362,314.0476876590825,217.9986779341885,-663.0595584709814,-524.4048373746745,-107.0028913849798,801.8962701682568,-663.8314769032993,176.39139454062723,276.071196293856,-496.4282722854194,583.3043982998073,248.2895527831033,-1064.3273894920292,-466.7358728390553,285.4666607922445,-90.11508992020268,455.28607106122047,242.61042573435023,92.7105210635464,177.31031248725893,-393.8350501146807,-275.0851302391312,37.5489168117155,-719.2226774780636,145.96565736979227,-280.73668221527515,543.1229665067034,71.2332944931957,-273.9367176386142,630.3185044899102,512.9042840562074,-630.1111726097729,916.3405366336726,-486.0204983607249,-1259.0076903819709,950.6827037745012,626.9705407350631,-63.697381169890576,-695.9746943818808,-983.8925092488608,-1056.5654290524649,-1158.5148352376846,-712.3154097803299,-1192.7178642340143,-972.696981499221,-823.9220763945219,-1168.367693203283,-1307.8347392373262,-954.301978642195,-729.2358908763885,-595.7256861682084,-794.3928959559064,-167.94612259904966,-2430.8174580108016,-84.54433621859715,-303.0001445392588,-115.75399075500316,-583.9242221815728,1019.9779375663596,-760.7356419257305,-131.35504498907716,297.05223536822706,-1105.9009053017016,-216.5276028145668,-1000.513420338144,145.5166228116223,-846.5121715568935
RGI60-06.00314,63.6344,-19.4886,289.27035251061886,-70.48394394829533,-254.1511762616336,369.27661483825887,-482.1036003519001,-423.6675150061576,-218.4956480814111,16.01446968606718,177.1398729417121,81.44716332270286,-799.350554925147,-660.2765562743383,-242.399783108501,667.0606767215,-798.4210599958908,42.391631474406175,142.57814982367557,-629.5147912366073,450.90870629212736,116.41147090425802,-1195.7977830782138,-597.5005606376641,155.46116078683846,-219.4857160158216,326.71669162865777,114.77565832365708,-34.33756280069684,51.12881927204303,-519.1910580781419,-399.4630139620037,-85.7627707709349,-841.551881529289,24.92002979104336,-400.5998687838103,424.7067538791384,-45.81991178758985,-389.5002611631801,516.4006726319509,400.9044837772903,-740.2915845532963,808.4290846929234,-591.8219270032388,-1362.5303929724607,850.3386253006845,529.3584940570031,-157.76416443557906,-786.4937170093501,-1070.7542269006706,-1139.3889703295702,-1236.5178468223746,-786.1660311367712,-1262.6831238534894,-1044.255991175699,-894.7976109843801,-1240.1468862696252,-1382.0035588014134,-1066.6837171863444,-851.4373690363115,-722.9528997587606,-927.2616725132256,-312.7549380210904,-2645.958627052397,-308.1149487933048,-529.40965947681,-343.9958114890966,-814.0622296284718,811.0779827868076,-963.5135718145904,-331.62438251232226,97.4757489342502,-1305.4625292600103,-416.4481150790376,-1200.5899637869816,-55.2298616022052,-1045.826255653085
RGI60-06.00315,63.6282,-19.7147,134.05786773747172,-226.2761416928006,-410.31635559400456,213.70481972748783,-638.864087265318,-580.5272806247006,-375.2846360169933,-140.67546650742864,20.453120531755108,-75.55365163162637,-957.619407941212,-818.5942182709948,-400.440102698456,509.87945201973344,-957.6143430576178,-116.04797461522196,-16.01234428613487,-789.3202318569836,292.10472789647974,-43.11079612690507,-1357.232821609886,-758.5659437328757,-5.068286749419894,-380.8593123255285,165.58461349745926,-47.05382047544333,-196.81712537996356,-111.74945842919686,-683.2921258875396,-563.9937458587532,-250.53158938317932,-1007.8935390286238,-141.09296170300712,-567.8986728435513,257.5626565838151,-214.44435444396305,-559.5368643748373,345.15594420684454,229.5194109165785,-914.0796572777344,632.6157012323924,-769.5884263331808,-1542.484112551339,670.3564779330711,345.1825511164551,-346.3570217338232,-977.2609386007144,-1264.62775382942,-1335.7841085644632,-1438.7812477043838,-991.6332351814278,-1472.3593149991611,-1254.8385159445938,-1105.5094691421857,-1447.9712971114557,-1579.6138835142876,-1193.1433569672809,-971.0412169457873,-842.4288581907388,-1045.4556957298678,-427.8223102923096,-2781.19883191361,-444.1910866449673,-662.6969303839891,-479.8172920195828,-951.2454977563584,684.27438808282,-1091.8782899341206,-460.1949446381176,-27.51041818976133,-1433.892861862127,-543.1041329320874,-1328.2279891537564,-179.6953812314541,-1174.5299689064138
RGI60-06.00316,63.5994,-19.5772,795.3427413210986,435.72277447957913,252.1564973755193,875.5262905705015,24.383563269271747,82.87787319916949,288.08072210514206,522.6180365701005,683.7873908141933,588.1920014639732,-292.34974081764653,-153.2204148436902,264.65870257280034,1174.0262656839157,-291.0727139712685,549.6663907727578,649.9298061295567,-121.9094031518959,958.4022476099076,624.078345267465,-687.7592927263479,-89.46710105296253,663.4627398668969,288.7127023114482,834.93285863425,623.165065947615,474.2173209608801,559.80743960382,-10.252918875402315,109.60268927846715,423.39757210287416,-332.0779833692713,534.3906918452396,109.13132516539108,934.4562111414284,464.21291979149714,120.7980746683331,1026.9225147264042,911.462998824032,-229.33504254941263,1319.3585450883486,-80.35539317315914,-850.4555103757627,1362.031476898122,1041.724415617652,354.4604982725394,-273.8701693458411,-557.4027975262608,-625.4178737719154,-722.8926170428892,-271.8810481739887,-748.4180572820248,-528.2492162996548,-381.04713580775575,-727.0321542555116,-869.6877130891073,-567.7648077082606,-353.60183980584924,-225.13671019757956,-427.3513111156265,194.62734366358427,-2095.195596540394,245.96394702060417,23.393840599045404,205.21389262408388,-274.9472384730294,1268.9060959871333,-516.50221692569,110.73817169453454,538.3362855938353,-865.0406377704768,28.785691151967576,-749.917486440819,402.0404574328869,-585.4767033469623
RGI60-06.00318,63.6448,-19.5094,0.6130958242323175,-359.3521814001123,-543.1686836647967,80.40091805980583,-771.3763414691342,-713.0090831557245,-507.8554441595721,-273.35577346878983,-112.27052567257388,-208.09994727839387,-1089.3231990649924,-950.3073228045946,-532.390924623244,377.2841071686452,-1088.850733016013,-247.8566606439308,-147.7625264536401,-920.2697237302036,160.40829034235213,-174.3541427431435,-1487.1895936448418,-888.8295446507486,-135.754813865911,-511.00525268527406,35.221815137720185,-176.9774052573618,-326.333516951169,-241.03270358214377,-811.765074743689,-692.2075137838679,-378.6166562295805,-1134.914057996612,-268.37102882734433,-694.3007648206934,131.03919084243228,-339.9376683709054,-684.0349416858802,221.52644018731712,106.03272801497668,-1035.8196985089696,512.5194683441687,-888.286336449114,-1659.5857637564734,553.6470344262079,231.6684763915394,-456.1176716750712,-1085.056875384145,-1369.7549075514507,-1438.4900287015566,-1535.9935321814817,-1085.5987590061825,-1562.047818230686,-1344.7438100081115,-1194.9335129815947,-1540.339756657238,-1681.9991043100003,-1360.2850373940182,-1144.5421350803576,-1016.5606325871169,-1221.5173995838832,-609.0595082448351,-2956.3708938283244,-617.8659233704236,-836.7374551452608,-648.9816103698956,-1112.012998506016,568.6333139122991,-1199.669855030026,-565.0394121604065,-133.9729179630508,-1537.2650876445414,-651.3732642345772,-1439.65485269818,-297.77112104399674,-1292.1410723682634
