RGIId,CenLat,CenLon,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
RGI60-16.01646,-3.08269,37.3472,-428.6989011435053,-525.3230076842322,-162.56789059376356,-44.56702541863504,-139.2520740058893,-127.89776103116196,-818.5178650482975,689.6373297250284,-535.1220487513981,-149.31094671743537,-658.2264032744954,-8.69600127671545,319.1638110730953,-566.5728925986019,-583.084831280303,-481.6049145003096,-1449.6712467168272,-42.26032113396462,-655.6301015872621,-1713.6907654673264,-985.3891640592204,-386.56385705136495,-1947.4965894853592,-431.47527903859424,-295.7336530396754,-523.4045393566547,-1051.2146529055924,-1184.4517436907086,-1282.8380773652532,-1905.8032411434372,-427.50476263613785,-354.3829903022581,781.3811015963076,-985.4846420719904,-1122.1984571220305,32.589836523458885,-50.56414019824303,-372.037337350605,-306.5159385337737,-439.3096799847616,-1231.5425884867846,-401.7034483005584,93.72909931389424,-418.3443871911512,-698.9961856466433,97.72063392377456,98.54614751192314,-965.592878654146
RGI60-16.01648,-3.08029,37.3438,750.8897297142555,657.7914193341421,1024.2788664636516,1146.2364869813318,1055.753098748535,1071.577096824404,385.7200064932373,1898.9622454803557,679.6438496035452,1071.2894281163417,568.6424405088476,1224.9240214586544,1560.0706949238108,682.2168322070575,674.2532489585618,785.0225638947066,-172.9308147130309,1245.5038075840075,644.152543958404,-400.82843501859935,341.6341173269132,955.6024091823195,-589.551274367021,941.9756327850372,1090.8397501628506,861.6208993165874,331.39607913196005,193.86420660069965,85.90882621113859,-697.293256301012,744.8509036853048,800.9799228668946,1922.5726012484008,132.81067889166948,-141.2688395020101,991.604668317524,894.9719303011476,557.534834511642,589.3836581978517,314.7246227274023,-484.622476971821,341.88863991388365,835.3847840185076,322.03642859757804,53.16971311542198,863.9971563573437,879.3319154944637,-170.76366857093814
RGI60-16.01652,-3.06093,37.3382,-265.1911549877473,-359.2069491096924,6.311702208808748,127.2411387863948,35.66506156833301,50.32748614009916,-636.7705342026595,875.1578096554991,-345.579346313166,44.55386432754064,-459.721722936257,194.8127607322096,528.0731834921706,-351.82561915029623,-361.99995656709945,-253.62958774142737,-1214.192552981878,201.4038132781128,-403.0350095254598,-1451.3722880934076,-712.5159718929154,-102.40684817345915,-1651.531699481202,-123.89251884709157,21.71392214203567,-207.1583265988165,-736.8428773298511,-873.4506952819402,-979.4347341040444,-1724.2255947502344,-272.9017889771253,-212.30093617594983,913.2802401302364,-869.6191808584234,-1101.147803147754,38.21269317222579,-54.71377340838892,-388.1114460916373,-348.0965026776544,-591.7854151093363,-1390.1346001564718,-563.0869756033184,-69.24441881362935,-582.3517775279139,-853.9392581814723,-46.43659647434448,-34.57817403037229,-1088.0889874950944
RGI60-16.01655,-3.05715,37.3507,-99.29799568697187,-193.8819418880907,171.03641776562426,291.32991676302487,199.0791668658396,213.02502219311987,-474.8361523365045,1036.2809982960837,-185.3251597377869,203.8801234188869,-301.39090109256733,352.07587487464986,684.1872692632869,-196.9511502899229,-208.46278061124545,-101.53794377271343,-1063.6652847193525,350.23868094024976,-256.02878427136375,-1306.3362145025117,-569.5786571915874,38.31809457372871,-1513.051301458027,12.442178269523058,156.30441697681874,-72.42283484616823,-601.905829331424,-738.2232113236691,-843.7377373018003,-1569.5713571663352,-112.99419557273286,-49.67017759284056,1078.5961108582333,-699.3075132420861,-898.1375981564964,246.11407495293005,155.7962178941618,-174.99080544834118,-129.98486717027015,-356.682413911289,-1154.8250648615035,-327.5916544465158,166.39981156183066,-346.5904951565311,-619.7763228447837,185.7326276301382,195.478838308966,-860.1224117621298
RGI60-16.01656,-3.05203,37.3473,-342.7372729102339,-436.4539041791588,-70.61937152070024,50.64228202691309,-40.58385732730059,-25.551620487120864,-712.2601986513381,800.0854539642884,-420.2157417992101,-29.616127404935938,-533.3983108945285,121.66352741369452,455.4843849354402,-423.820387411498,-433.35993625385737,-324.31344746723533,-1284.1582729201814,132.2002574902448,-471.4341396379363,-1518.9324383772614,-779.2017744535875,-168.22285163900338,-1716.4937280336512,-188.10530821092755,-41.95048203409738,-270.83117386307174,-800.4927684763269,-937.0004564393796,-1042.602190519309,-1793.40163312455,-344.30420883394515,-284.7863719889396,839.8641053175859,-944.5113558566544,-1188.1138472086427,-51.34473004148256,-145.9804047752429,-481.6011282032044,-446.5247254301413,-716.5649641454202,-1517.2844537131232,-691.2234937411381,-197.89731710341172,-711.3174880709541,-980.847953767588,-171.02015555639855,-156.88393078080583,-1208.2792800782313
RGI60-16.01657,-3.05713,37.3445,-69.38454877643674,-163.52991857588808,201.8526317096886,322.6382155097904,230.9099713064521,245.4115751752133,-441.8574129882989,1069.8918610615526,-151.03809383299162,238.89190343200076,-265.6007105032602,388.7039091804262,721.7191436033875,-158.44208161539336,-168.89502585693324,-60.82097021954616,-1021.6988384563838,393.5648304321394,-211.22334293373103,-1259.924773275014,-521.4355639695498,88.3061021011898,-1461.154342068485,66.20113711581408,211.6221451085017,-17.27401269999949,-547.0137616495841,-683.7696676450433,-790.2130856759699,-1534.336642531512,-82.14777479089119,-20.97379546368616,1105.3528751462547,-675.9260138583139,-895.6542087056332,245.4525935367952,153.35924000516562,-179.33361449911934,-138.12759177693715,-378.7672032360856,-1177.259776677784,-350.2366828758241,143.61116738362648,-369.4840458678668,-641.4268998592744,165.61497065858504,176.97217946474768,-877.0442636847631
RGI60-16.00001,-16.5212,-69.9053,101.21208041612049,6.585617569921979,375.8092911481901,498.1632604667049,406.0321456312518,421.1463900917148,-272.0624749379656,1254.3683581231387,22.54448202284855,416.6936572711513,-91.93468948119204,569.1125360887977,905.88305042939,18.133047885100783,8.25520242912232,118.02592905798076,-844.402789713095,571.53017170708,-32.61942596827414,-857.2657229902679,-485.5619340302733,569.192170483629,-1605.0993207426102,-25.903995232385903,255.29139305618315,392.68679275922005,-180.49546226448095,-343.3295179505781,-686.583286364875,-1530.206561779206,6.26585567134417,14.336629209953472,1015.5192081417874,-603.92819486461,-1065.3873016849925,22.73651811802512,88.96571817345384,118.431658488716,30.679820628282343,47.44428491445719,-1276.974218971139,-373.3648990783017,251.2528610023236,-47.08664261248827,-414.14018178696233,272.8973252079142,203.9672541072803,-780.7106004746539
RGI60-16.00002,-16.5196,-69.9117,154.6588431270246,59.52887404284579,428.1078919233806,549.8438053606612,457.11061443728914,471.55847498384287,-222.1891948087544,1303.1247660419522,70.79441406200853,463.9918662041874,-45.43304546352548,614.4698655713854,950.0993504616898,61.4195988013517,50.310962712611406,158.7224033612031,-805.0910500122039,609.2808575639765,3.4435786843640965,-823.3140926569231,-453.073583772907,599.0486684508247,-1576.5183688365626,0.5992548311827148,279.96828203642826,417.0377968240755,-155.86612017177424,-318.28704586999584,-660.608625899338,-1485.0159376107492,56.058150342846254,66.60630401272483,1070.256572776041,-545.5257813414361,-982.082264038958,110.04810545170405,178.39906666602812,210.0453895966573,127.96298876357656,167.6029992959917,-1154.8638431129675,-250.81505988195383,373.87181332758905,75.43182355043842,-293.34797534345347,391.4709712508831,320.180644953982,-666.7740379217092
RGI60-16.00003,-16.5156,-69.9246,116.03999807755888,21.98250717901521,391.4706642406992,514.2983968837631,422.8298918857588,438.5673788641207,-253.4674008343492,1272.5863685838226,42.41931533965055,437.11082984687096,-70.26501270484866,591.2607173925146,928.8176359894928,42.81768919458054,34.15050409915776,145.14793736353812,-815.6892829117603,601.7862337064025,-0.6865748665418181,-824.3947429025638,-449.2852142647235,605.8008547267319,-1563.875397821067,17.210961879213,299.62014777859,435.3866576406061,-137.90493730351847,-301.0254293688034,-644.4753413188014,-1507.951580122808,22.609979576306028,28.42927924921361,1028.2851489516554,-595.2531360608453,-1079.384448104512,5.152251658833144,68.65143396754151,94.44094074184872,2.70716982295262,1.0576000500448828,-1321.7814376273775,-418.8866885358831,204.74141865625035,-94.69250035532563,-459.5291733121103,229.70833002935692,162.80009996649363,-819.8996154758078
RGI60-16.00006,-16.4572,-69.895,266.37010093634285,170.80642108662087,539.2227426226534,660.616494433907,567.3799811707514,581.3640281368808,-113.32536930715156,1412.413908688328,178.73074836153702,571.560526914914,61.1527452948592,720.7607313987847,1055.834832325617,165.7648677840329,153.75120148130276,261.2566329350649,-703.7685506553315,709.4501843349716,102.35859537042862,-724.8692762204156,-357.56178134967456,694.7696546149506,-1484.909796176991,90.83365614236337,369.4194328182834,508.0952947819864,-64.75944410693197,-226.97248005645423,-569.2328429060916,-1378.4180550129877,167.08880381632284,179.25895381093076,1183.659043311336,-429.0497272897591,-850.3657761502903,244.14800896611573,314.5686998419307,349.43475298191123,270.4130387656176,325.8893834005787,-997.974589627362,-93.25515889150114,532.3212436287603,234.95903043830052,-135.71496130776973,547.2224961985308,474.2248535413793,-514.1837809752103
